date,val1,val2,val3,val4,val5,val6
2025-02-05,-0.4389388270640977,0.26767243345680336,1e-05,0.559395664291743,1.9657067522013176e-17,0.3631123919308358
2025-02-06,-0.10965001529021234,-0.02871726224960788,1.8124082332430294,-0.40799408653525,0.25940594035548425,0.21501117860644173
2025-02-07,-0.20127868640770127,-0.023907629514154885,1.6727486622159675,-0.36315851287733136,0.34964541864496806,0.18903039734907806
2025-02-10,-0.4746782762485758,-0.003938520489295733,1.3593107128108852,-0.26260307703845126,0.5432169129241226,0.1332284003971425
2025-02-11,-0.4543818502324746,-0.04420120454593515,1.3766259834028276,-0.2272074169644889,0.5685812130929714,0.12597628540052622
2025-02-12,-0.5010844162726683,-0.03975892626123915,1.3330773391961943,-0.21352302389019878,0.6045013785667531,0.11562140672995602
2025-02-13,-0.5046570336316274,-0.03316020769803046,1.3343576572010374,-0.21471768331799435,0.6046953915419538,0.11569890979300983
2025-02-14,-0.9429818894504971,0.35599739938978564,0.8499909111448535,0.2116866814981308,0.45809165644707767,0.15879174718300765
2025-02-17,-0.46658112244845856,-0.0472699932268772,1.3657419783224747,-0.2141322926735543,0.5776265256382194,0.12419850121300181
2025-02-18,-0.29940153869731256,-0.09616381010738144,1.540217741603866,-0.2458518234209715,0.5090569278952715,0.14452996982504027
2025-02-19,-0.18925895579148563,-0.11965431199148771,1.6821856690653838,-0.28667150106915407,0.44191196018037227,0.16448910647353604
2025-02-20,-0.25578845126728306,-0.09873516534963114,1.5964967306081166,-0.2643381875311687,0.4712294035575139,0.15603066780285055
2025-02-21,0.2653748075443023,-0.5527849721189354,2.095262225528119,-0.5129674591040766,0.42768692928651153,0.16907740225083476
2025-02-24,-0.7486837888775186,0.18148804907228383,0.31582799903428943,0.3187784407837679,0.8164813231584754,0.054407890075338756
2025-02-25,-0.7122090092605473,0.13686015387924902,0.2481734141255761,0.30155449590279854,0.8737763902050706,0.03746566509850572
2025-02-27,-0.7914508237669171,0.19864084513695265,0.33863898382700347,0.32155858484911565,0.8320360097461346,0.04997275743110406
2025-02-28,-0.9999999999999999,0.2978708546579292,0.09969291188551588,0.5660452435284723,0.7967874924672916,0.06053138522213139
2025-03-03,-0.552384362476141,-0.07730711747923304,1.2668868436897813,-0.04858298996155564,0.6406655135301753,0.1074167148166256
2025-03-04,-0.5997828541706174,-0.06633081408913781,1.235126359452022,-0.04102547322953497,0.673210167870633,0.09780408277508205
2025-03-05,-0.4339650630026526,-0.10602747632285306,1.3811355959513392,-0.08328125863639814,0.5949086094798556,0.12138291368736716
2025-03-06,-0.34565291863012987,-0.1149404065084574,1.4869430398498333,-0.15097540985683378,0.5633343399103149,0.13099969802690412
2025-03-07,-0.32645458813226963,-0.11849933505225169,1.5084044111011532,-0.1607030588319708,0.5468805330459434,0.13609786134970026
2025-03-10,-0.3667392835079881,-0.10854721809128498,1.4637101998232616,-0.14746818549021315,0.5665044212317227,0.13067091608809342
2025-03-11,-0.402568446983017,-0.09915505321156584,1.42632373320069,-0.1471994135983526,0.576534141022508,0.12780047480517434
2025-03-12,1.0,-1.0,15.704857406962887,-18.967868443692588,1.0,-0.31036201277595327
2025-03-13,-0.38495294838697425,-0.1081770433276904,1.4444965407460106,-0.1271031714703344,0.5771786342570449,0.12791234593902143
2025-03-17,-0.45553710199798597,-0.09112950836457052,1.374606151099318,-0.1315712061926853,0.605120749165014,0.12003567094135724
2025-03-18,-0.2565268660923202,-0.13798545408946666,1.5921548624929176,-0.23333853142973643,0.448077139283805,0.16797652282666087
2025-03-19,-0.3073304948104338,-0.1081023562776618,1.5302501690201042,-0.23112829071393545,0.527458089155766,0.14399100548092242
2025-03-20,-0.3667753824033862,-0.08107506986009007,1.4679286126973334,-0.25335201059510615,0.5718506373192317,0.1306218394619501
2025-03-21,-0.2850773738008618,-0.08556411182882609,1.5610562797840304,-0.302164584802233,0.5273196730461899,0.1443823544168391
2025-03-24,-0.3131305957566534,-0.013620118907420561,1.526934786521257,-0.3398013655243041,0.48213546781629546,0.1587613894285939
2025-03-25,-0.3305740016427151,-0.008618062195546505,1.505686442699294,-0.33429823053331126,0.4937334530318126,0.15539484754688732
2025-03-26,-0.5228611694775122,3.560202438844623e-05,1.30065638879712,-0.2547685534899109,0.63024731961792,0.1136313115319515
2025-03-27,-0.414069623803608,-0.008032742423275372,1.4225904934692255,-0.3044701787114543,0.5379052752258434,0.14218299223820202
2025-03-28,-0.49285097617474194,-0.0003538982003874035,1.3461344939481579,-0.2700522863265308,0.6132152098863721,0.11915619450935076
2025-04-01,-0.5787116256756856,0.032793575706352086,0.11590925466129937,0.19616146527150638,1.0,1.3100217317391844e-17
2025-04-02,-0.54420070879318,-0.02590153208268698,1.296000658123843,-0.23146704225591982,0.6568039224475359,0.10637811997933407
2025-04-03,-0.4006529374772888,-0.0674785840443945,1.4322949762337105,-0.25308032564228133,0.5772387572876859,0.13120176497966832
2025-04-04,-0.3888078031774584,-0.08935963729326342,1.4423518399251145,-0.20683835334235304,0.5713682987999582,0.13318765561311827
2025-04-07,-0.9999999999999994,0.2791419066632218,1.0000000000082866e-05,0.5645012231661444,0.8805550398629801,0.037252636082344116
2025-04-08,-0.9924328473028047,0.3114595567011775,1e-05,0.6214373370039861,0.8740832892598454,0.019252403582991764
2025-04-09,-0.9999999994612822,0.301221357375017,1.0019191629116545e-05,0.5323823694124518,0.884351161406212,0.03615819634817748
2025-04-11,-0.3464993971062098,-0.11579635637664118,1.4870766441630014,-0.20074628884023332,0.5243966245899079,0.14906971468072472
2025-04-15,-0.3245842523432727,-0.08708282468048793,1.51132058964016,-0.277243203144035,0.5431272834458504,0.14391490571458532
2025-04-16,-0.449616628855975,-0.05472612607747646,1.3804862571612582,-0.256483948541688,0.5950204617370984,0.12772821482084068
2025-04-17,-0.49267638368313305,-0.002010355449948688,1.348071838465025,-0.29692165891114486,0.5881544696023906,0.13005648328370412
2025-04-21,0.9999999999999999,-0.5438544213071622,0.3988748908600553,0.1726435220269113,0.0,0.407108239095315
2025-04-22,0.8579942251197663,-0.48660435056301354,0.8719087638279951,0.06913414728806863,6.095215386080731e-18,0.38218389802214175
2025-04-23,-0.013210847703643546,-0.08869034802940975,0.901050174467677,0.08202152894467592,0.0,0.3764862485852319
2025-04-24,-0.12335874712793533,-0.07885708287432684,0.9109883168408174,0.038802302864340804,0.2081442465647217,0.3001311197809023
2025-04-25,-0.3105279560061404,0.041979459114545065,0.1950827934755855,0.2111106010553078,0.7783555321538516,0.09082017219061393
2025-04-28,-0.08175460237989732,-0.04071710294268899,0.9176732584759048,0.11820670067840172,1.227911256368644e-18,0.3648604806787077
2025-04-29,-0.08779895215026665,-0.05654870178171629,0.9394401449955945,0.095412910601732,0.12349318444383714,0.3164035483253244
2025-04-30,-0.07640413114978567,0.01627109892241322,0.9578632224697543,0.12146912652363268,0.13629896164693595,0.3079267868976822
2025-05-02,-0.3699422367889816,0.12657782347651808,0.9196256803297089,0.09938474614057699,0.4494400263837965,0.1826446648900289
2025-05-05,0.999999999999998,-0.3527011615929278,1.000000000318107e-05,0.3725158006477579,0.0,0.41652892561983473
2025-05-06,1.0,-0.3727115123007009,1e-05,0.3820100334980276,3.540241382911923e-16,0.4172185430463577
2025-05-07,1.0,-0.36975395752242424,1e-05,0.37736871107759595,6.541020166153879e-17,0.417910447761194
2025-05-08,-0.0012148312963937953,0.01217814565658594,0.9142673777434169,0.1188468552136547,2.0807079583963166e-17,0.39234259828707463
2025-05-09,-0.40238922911155794,0.11587816817235955,0.28175118911236413,0.2419394146916079,0.6742008808105807,0.13660795014412533
2025-05-12,-0.3480108844252857,0.18816791580189057,0.2205202445495459,0.1424894787509832,0.739444916820735,0.10979913204285467
2025-05-13,-0.26543108118254305,0.14568410278183763,0.2796905151850137,0.18299718809312648,0.6491359055425876,0.1481034368603806
2025-05-14,-0.3820255922132584,0.25653712835992,0.9256250392815409,0.047275950144737046,0.331199192178492,0.2595640288648656
2025-05-15,0.05280817986776162,0.17075298436996067,0.9041577629219886,0.09113992318098084,1.6281508332970632e-17,0.39275289099482863
2025-05-16,0.019829093093684372,0.18490749793299377,0.8854955162223618,0.10036136950089843,1.9642084979849785e-16,0.39122396435998397
2025-05-19,-0.33485585107662397,0.10784355423226118,0.1171785293496383,0.12553078981840557,0.9210725946189193,0.03365432513670815
2025-05-20,-0.4517592580077306,0.0002385801364339329,0.12908054529424048,0.10745313101270058,0.9934884886790866,0.002781187885620876
2025-05-21,-0.30831243463433927,0.1283529692182538,0.1660340024903149,0.15571002103233741,0.8509133987930051,0.0637857784466237
2025-05-22,-0.31741140988949446,0.09673111847451552,0.2373708509799856,0.1618518085444512,0.790607184686442,0.08973977798888114
2025-05-23,0.03999495142164694,0.1345405546387758,0.9001663974133624,0.11185095538405156,3.8412289728583875e-18,0.39844134547172394
2025-05-26,0.0010712269448944168,0.16280938797063763,0.9056482067222148,0.11610885934581142,0.0,0.3914026508867075
2025-05-27,0.05006079582158622,0.12489474219577469,0.8981360358053608,0.1171630800508437,0.0,0.39913839531602147
2025-05-28,-0.2911294982544877,0.08656252894930982,0.13461536114425965,0.16727776200646863,0.8892562899673898,0.04795088475737177
2025-05-29,0.05696891600705245,0.10974918433931916,0.9141215492377154,0.10540355455097929,0.0,0.39775620058687366
2025-05-30,-0.4238365009284698,0.2066790839618397,0.28303230845252175,0.1575439233083427,0.758134675780916,0.10508631328183227
2025-06-02,-0.40042681610978687,0.18788882942829105,0.28191173535219766,0.1640534113677575,0.7579025221368724,0.10573408045363578
2025-06-03,-0.519690329362608,0.2625871195148003,0.20262204689402202,0.21576772529275795,0.8510931043695503,0.06514676683866741
2025-06-04,-0.45179094177436163,0.149254718900807,0.24040338895067773,0.1598860018333415,0.8436776743902016,0.06850995835475088
2025-06-05,-0.3703635344218452,0.216253553830714,0.2885694367088614,0.1744776221506493,0.7321981232604016,0.11757155564143178
2025-06-06,1.0,-0.3217358876255562,0.44645380420111397,0.1279194486500245,9.995081832289338e-18,0.4397905759162304
2025-06-09,0.0781578089031754,0.14601357278604035,0.920972100661764,0.11870309072893565,1.8758484971188486e-17,0.3971673406905999
2025-06-10,-0.0033869258772429704,0.16666905351446867,0.9144433602631598,0.12221209688649605,0.0,0.39296001603721364
2025-06-11,0.05815686584929505,0.15958068805066383,0.9115567645600674,0.12954233488014566,0.0,0.3933266157657982
2025-06-12,-0.370140871011468,0.19813814076308242,0.2746288391933494,0.16975012703765047,0.7310929442267078,0.11951424701035208
2025-06-13,-0.63336619829103,0.2934929788868442,0.16737628034450958,0.21994324584865468,0.9305438979960443,0.030923918206828646
2025-06-16,-0.2510726197578808,0.1913674329456366,0.2198257868746735,0.2115890810269781,0.7037520224030706,0.13260122620893544
2025-06-17,-0.4987584798802553,0.25875246164013566,0.16622781031506983,0.19924794828660353,0.8807466469068737,0.053473033771033934
2025-06-18,-0.6090953348767739,0.3547202059396279,0.14703474009374198,0.21243215138385035,0.9198763334940852,0.03599137960684627
2025-06-19,-0.47408690265197456,0.20275129031588776,0.2134966357671624,0.18353755017395257,0.8944718624853967,0.02064680951385389
2025-06-20,0.10393998938994059,0.16762820825124422,0.9302770351451434,0.13161347905008552,0.0,0.39676891145036375
2025-06-23,-0.3115600941161356,0.19755756572579175,1.0370638972892976,0.028035449543306744,0.5564239783189233,0.08705697621337022
2025-06-24,-0.3308098442391064,0.17877020734024593,0.0942110582357664,0.15924108850885027,0.9598726012286737,0.007881609111871054
2025-06-25,1.0,-0.2608874132813481,0.45951311856086885,0.09184386053904604,0.0,0.45487364620938625
2025-06-26,0.13964598365737124,0.13231776611538193,0.9540299377972843,0.042001362337694484,0.22443225491966948,0.07252661366417607
2025-06-27,0.20064535006770617,0.20932954008568933,0.9141378838608212,0.07314465967213069,2.7755575615628914e-17,0.12863306536767044
2025-06-30,-0.385786070700034,0.26400178325952467,0.9428372078382721,0.049720093327550466,0.5297471978253617,0.027180883329663147
2025-07-01,-0.2942413084774135,0.21307092769731356,0.9380978111792218,0.04539654022586198,0.49842492533641736,0.0053723099143597255
2025-07-02,-0.43020777438949365,0.38528552806472904,0.9388739804839705,0.08396080241060178,0.38415980616575046,0.17275484143206046
2025-07-03,-0.5461547618301673,0.4547020192767824,0.9633388536339264,0.07398454309689997,0.42769553855599207,0.1737103740936204
2025-07-04,-0.5424029773157852,0.45918798377729436,0.9775604909744811,0.061577721650504555,0.3190386666039048,0.2151309844668504
